IP Source,IP Destination,Source Port,Destination Port,Protocol,Label
90.61.135.253,48.74.215.7,35093,26025,TCP,Okiru-Attack
109.216.58.21,170.47.79.62,64304,36080,TCP,Benign
100.235.60.58,134.98.106.80,2862,13787,UDP,DDoS
126.238.125.138,249.56.210.226,9876,23137,TCP,No Attack
179.136.117.13,171.14.18.204,33918,44998,TCP,PartOfAHorizontalPortScan
50.168.142.68,168.4.216.90,48999,27326,TCP,Okiru
9.242.20.230,121.200.48.76,40734,30246,TCP,FileDownload
0.33.249.52,3.211.109.228,47432,51069,TCP,No Attack
53.11.144.224,191.28.144.24,55911,21194,UDP,Benign
248.186.17.213,239.165.8.68,2443,8624,ICMP,No Attack
242.231.250.231,125.185.159.151,29921,38899,UDP,C&C-HeartBeat
161.72.73.168,161.145.105.152,48505,36634,ICMP,Benign
73.212.84.150,175.231.81.36,25850,58153,TCP,C&C-PartOfAHorizontalPortScan-Attack
155.196.57.75,143.197.224.199,20821,3391,TCP,Benign
125.231.74.78,57.198.5.153,28835,58450,TCP,No Attack
193.187.128.202,57.202.162.72,58963,38961,UDP,C&C-HeartBeat-Attack
252.25.49.151,203.172.138.179,19052,44147,ICMP,Benign
119.124.72.8,173.180.227.93,14222,18168,TCP,C&C-HeartBeat-FileDownload
47.71.56.130,82.188.220.30,31220,9600,UDP,No Attack
59.205.140.187,106.238.86.130,26264,49159,UDP,C&C-FileDownload
163.13.214.175,178.120.78.245,37331,55190,UDP,C&C-Tori
248.38.172.106,39.90.146.47,10870,16563,ICMP,Benign
36.60.195.56,38.11.223.124,29257,23224,UDP,Benign
161.185.113.57,116.84.229.130,62053,6029,UDP,DDoS
132.24.199.176,61.127.58.105,3744,7842,ICMP,Benign
62.244.224.152,169.50.15.106,49595,59891,ICMP,C&C-HeartBeat-Attack
100.113.84.154,189.54.101.75,55861,25483,TCP,DDoS
190.245.195.14,238.208.230.203,8954,21339,TCP,Benign
98.35.217.29,193.54.173.195,43914,20140,UDP,C&C-HeartBeat
111.239.53.251,143.240.76.113,57897,53390,ICMP,Okiru-Attack
162.17.117.112,62.25.13.197,12103,26910,TCP,C&C-HeartBeat
2.154.219.147,117.11.211.192,33396,43878,ICMP,DDoS
186.64.97.93,128.167.195.177,56901,21027,TCP,Benign
194.213.99.115,230.82.96.232,34989,30526,TCP,FileDownload
190.16.144.39,204.50.226.89,60431,21761,TCP,C&C-FileDownload
232.82.61.177,232.36.219.189,12498,41623,TCP,C&C-Tori
245.229.254.48,58.190.125.92,12517,56843,ICMP,Benign
75.199.233.25,88.234.143.117,51037,33405,TCP,C&C-Tori
28.193.200.26,234.188.90.92,65465,12858,TCP,DDoS
157.27.233.99,14.196.58.53,64102,42936,UDP,Okiru-Attack
20.25.178.187,187.192.185.141,25369,11323,TCP,FileDownload
11.185.67.41,9.229.163.136,8663,47902,UDP,Okiru
7.112.76.17,184.186.123.231,54771,50818,TCP,DDoS
9.90.121.204,56.30.26.209,57252,48814,TCP,DDoS
117.59.33.176,208.110.66.75,19239,48380,TCP,Benign
197.20.120.125,75.70.14.246,44582,30497,TCP,C&C-FileDownload
187.243.63.55,230.27.157.176,8147,29864,UDP,DDoS
186.26.106.231,140.130.20.120,50615,27561,UDP,Benign
137.78.161.184,75.102.59.104,54355,36051,TCP,Benign
139.178.71.182,195.121.209.58,23353,44285,TCP,No Attack
160.30.188.166,71.192.137.172,45840,1478,TCP,Okiru
246.213.118.64,215.163.245.204,36332,13529,TCP,C&C-HeartBeat-Attack
189.71.68.76,170.134.85.119,53679,27834,TCP,No Attack
166.198.123.9,179.180.184.181,64834,32831,TCP,Benign
185.203.206.122,109.204.221.161,51125,4986,TCP,FileDownload
133.35.113.68,238.98.249.246,40029,22317,ICMP,Benign
200.38.108.252,140.163.123.240,59013,45795,TCP,PartOfAHorizontalPortScan
84.34.57.139,221.174.129.27,1540,62736,TCP,No Attack
133.245.213.24,19.250.90.76,12414,46572,TCP,C&C-Tori
204.181.227.33,214.61.165.216,12087,25741,TCP,FileDownload
142.251.152.165,51.145.25.110,46832,50216,UDP,Okiru-Attack
50.92.195.6,85.213.113.176,8981,12716,TCP,C&C-HeartBeat-Attack
23.47.12.89,175.49.187.66,30735,16997,ICMP,Benign
141.255.104.183,160.230.218.39,3091,50403,UDP,Benign
88.188.192.10,35.119.168.216,14847,42330,ICMP,No Attack
62.82.135.94,128.68.84.195,14880,3237,TCP,Okiru
195.116.173.91,62.4.82.192,5730,19372,TCP,DDoS
182.21.132.162,123.198.226.43,11484,18042,TCP,FileDownload
40.92.99.80,38.249.57.43,42737,40917,TCP,Benign
110.17.144.246,207.45.127.188,29665,34498,ICMP,Benign
208.28.240.92,77.214.148.234,31497,23779,TCP,Benign
142.103.235.118,6.254.248.199,38939,36738,TCP,Benign
51.94.108.177,219.59.238.205,60064,30222,UDP,PartOfAHorizontalPortScan
210.203.231.59,17.204.34.38,19895,46930,TCP,C&C-HeartBeat
253.159.100.51,151.24.50.60,38255,34999,TCP,Benign
95.38.140.77,135.188.21.86,37274,1752,TCP,C&C-HeartBeat-Attack
12.253.55.31,18.178.22.81,50747,47936,TCP,FileDownload
131.229.141.239,49.76.28.211,11541,43031,TCP,C&C-HeartBeat-Attack
98.111.245.252,208.177.236.148,26616,30716,TCP,PartOfAHorizontalPortScan-Attack
170.232.74.1,14.164.141.38,2199,53554,TCP,Benign
90.73.212.163,135.246.131.0,30676,42648,TCP,No Attack
174.204.135.123,128.247.3.67,21820,27558,TCP,Benign
107.107.134.68,94.233.200.144,60437,13156,TCP,C&C-Tori
150.83.157.103,204.241.219.52,13435,37341,TCP,No Attack
240.141.179.130,39.138.74.164,49681,1295,TCP,DDoS
3.34.247.138,24.126.185.241,17321,47947,TCP,Benign
203.28.187.112,169.113.75.67,7751,54410,TCP,Okiru
98.87.214.97,37.118.82.183,45312,37234,TCP,C&C-FileDownload
30.86.1.150,138.222.167.199,56032,41304,TCP,C&C-PartOfAHorizontalPortScan-Attack
23.55.23.48,38.226.224.17,53095,15387,TCP,DDoS
125.69.137.119,85.10.176.102,2757,42562,TCP,Benign
85.124.204.82,216.37.13.120,21813,2738,TCP,No Attack
232.106.150.185,71.5.145.238,18692,33905,TCP,Okiru
249.126.239.0,28.71.33.61,39111,61555,TCP,Benign
115.194.223.203,206.28.132.142,19738,18919,TCP,C&C-Tori
166.213.173.217,48.129.53.187,15005,2256,TCP,Okiru-Attack
193.61.217.50,65.122.134.37,19516,65479,TCP,Okiru-Attack
163.171.145.114,116.193.80.17,42050,38593,TCP,No Attack
72.29.124.73,92.234.162.5,52775,57336,TCP,C&C-HeartBeat-FileDownload
155.27.120.147,181.44.213.188,17885,18336,UDP,C&C-FileDownload
220.84.131.135,172.177.158.74,58305,2289,TCP,PartOfAHorizontalPortScan-Attack
64.130.184.16,0.84.45.168,64946,43192,TCP,Benign
216.147.156.104,79.255.19.167,20580,17037,TCP,No Attack
49.67.171.204,159.190.49.162,36893,48026,TCP,No Attack
224.46.182.34,215.191.81.145,8792,18514,UDP,No Attack
8.139.171.4,238.73.75.194,40960,53007,TCP,No Attack
44.110.217.148,239.10.73.46,16103,13031,TCP,C&C-Tori
8.57.30.97,60.229.153.155,57969,42997,TCP,No Attack
194.129.225.32,178.189.63.93,46374,44544,TCP,No Attack
72.213.240.219,135.238.49.68,41374,38164,TCP,C&C-Tori
177.157.234.163,234.21.219.6,52996,9733,TCP,Okiru-Attack
191.243.59.79,135.133.175.47,63284,1569,TCP,No Attack
216.22.57.59,15.77.117.59,20235,20126,UDP,Benign
59.76.127.208,172.77.128.163,8503,38599,UDP,No Attack
154.100.195.209,158.233.108.42,21121,49381,TCP,Benign
59.8.71.227,106.168.23.68,17158,61357,TCP,No Attack
230.7.63.168,155.9.171.227,44219,17894,TCP,Benign
10.80.204.215,244.111.79.83,32592,31752,TCP,DDoS
194.230.122.64,149.38.31.217,40895,38415,TCP,No Attack
101.232.72.149,201.87.93.178,27167,1929,TCP,C&C-PartOfAHorizontalPortScan-Attack
73.22.243.38,57.74.73.184,14220,22318,TCP,DDoS
106.244.163.25,90.101.227.52,55163,22354,TCP,No Attack
175.54.58.189,3.173.46.187,35392,53729,TCP,No Attack
152.156.55.75,229.118.242.211,30321,13728,UDP,C&C-FileDownload
61.114.37.11,110.187.35.204,37517,56176,ICMP,Benign
44.105.10.233,122.203.201.62,39597,62965,TCP,C&C-FileDownload
138.162.64.168,140.151.21.87,20109,55145,TCP,C&C-FileDownload
202.55.81.137,202.160.58.248,36342,48565,UDP,C&C-FileDownload
117.236.232.191,40.11.28.26,50051,4389,ICMP,Benign
40.231.135.11,12.236.127.238,33965,5723,TCP,Benign
169.42.91.172,163.252.170.138,36898,43721,UDP,FileDownload
20.110.40.106,238.12.173.155,8375,14178,TCP,C&C-HeartBeat
164.171.17.205,71.107.136.196,39939,8741,TCP,DDoS
38.197.32.35,204.18.141.51,38219,36486,TCP,C&C-Tori
197.3.61.142,22.172.175.249,48903,65205,UDP,DDoS
182.130.3.191,101.179.220.40,14013,43419,TCP,No Attack
29.247.15.201,27.60.14.160,43379,2275,ICMP,Benign
58.110.56.197,91.208.112.207,37004,1310,TCP,Benign
3.224.169.112,234.77.77.59,20488,28617,TCP,PartOfAHorizontalPortScan
46.250.27.101,86.63.140.12,32862,6402,TCP,No Attack
225.126.201.87,143.24.112.142,42976,22112,UDP,Benign
18.115.162.86,162.59.173.41,14198,56098,ICMP,No Attack
202.161.251.223,159.72.193.246,35679,39996,ICMP,C&C-PartOfAHorizontalPortScan-Attack
206.112.218.231,166.18.53.253,45162,35920,TCP,C&C-Mirai
15.198.36.91,24.219.54.248,27906,47893,TCP,Okiru
163.71.54.154,81.6.81.57,62384,4510,TCP,C&C-HeartBeat
198.181.233.9,239.33.53.38,10722,47525,TCP,PartOfAHorizontalPortScan
23.216.75.112,86.152.252.243,39571,16850,UDP,C&C-Tori
65.178.51.92,169.176.72.1,46901,20755,UDP,C&C-HeartBeat-Attack
247.77.204.106,106.107.52.160,54682,34866,UDP,No Attack
129.51.36.89,153.209.33.82,25203,25526,TCP,Okiru
123.13.99.107,162.45.71.235,26498,3714,TCP,C&C-FileDownload
4.124.137.189,133.126.63.193,10321,55849,TCP,C&C-PartOfAHorizontalPortScan-Attack
218.154.73.193,231.161.182.74,35724,63602,TCP,No Attack
7.21.169.111,223.117.70.31,34106,26849,UDP,FileDownload
248.236.34.209,164.53.212.107,4975,2296,UDP,Benign
242.238.112.180,25.246.151.74,55466,11828,TCP,No Attack
250.151.42.168,220.174.187.27,42302,41233,UDP,C&C-HeartBeat-FileDownload
185.137.140.236,233.153.240.58,45872,7560,TCP,FileDownload
74.235.108.114,97.4.254.243,41452,21858,TCP,Okiru-Attack
118.66.75.9,73.206.97.102,1708,16338,UDP,Benign
101.209.35.50,56.99.72.127,3258,59923,TCP,FileDownload
41.0.147.89,197.236.87.225,36751,31961,TCP,No Attack
71.185.53.98,63.59.119.224,3496,26860,TCP,Benign
251.32.182.162,13.234.12.111,59388,9609,TCP,No Attack
201.157.240.8,142.109.82.89,31017,52035,TCP,No Attack
220.207.203.8,134.107.219.157,63363,17047,TCP,C&C-FileDownload
2.130.226.84,0.148.35.61,20402,45615,UDP,Okiru-Attack
108.121.227.144,3.151.166.210,6097,39668,UDP,DDoS
0.98.87.19,252.145.17.62,6579,12395,UDP,No Attack
142.194.100.125,14.245.197.250,16155,33264,UDP,C&C-HeartBeat-FileDownload
108.151.84.75,254.233.69.78,19487,7229,TCP,No Attack
7.28.210.106,39.144.250.28,26974,33515,TCP,No Attack
222.209.242.111,100.177.155.53,32902,65056,TCP,DDoS
89.243.83.77,190.221.151.209,17841,51540,TCP,Benign
180.196.114.108,24.40.255.39,42014,30456,TCP,C&C-FileDownload
213.151.213.214,233.42.164.67,5330,17731,TCP,No Attack
198.99.106.233,52.107.115.82,30656,16512,UDP,Benign
137.166.203.73,232.69.163.141,61079,2255,TCP,Benign
220.119.88.109,219.22.54.95,28873,35769,UDP,C&C-PartOfAHorizontalPortScan-Attack
223.216.3.110,56.165.130.241,3030,4785,UDP,DDoS
